Order,a,b,c,RangeStart,RangeEnd
1,0,0.385057,0.649255,1.68539,1.68686
1,0,0.38489,0.649537,1.68686,1.68832
1,0,0.384723,0.649819,1.68832,1.68979
1,0,0.384556,0.6501,1.68979,1.69126
1,0,0.384389,0.650382,1.69126,1.69272
1,0,0.384223,0.650664,1.69272,1.69419
1,0,0.384057,0.650945,1.69419,1.69565
1,0,0.383891,0.651227,1.69565,1.69712
1,0,0.383725,0.651508,1.69712,1.69858
1,0,0.38356,0.651789,1.69858,1.70005
1,0,0.383394,0.65207,1.70005,1.70151
1,0,0.383229,0.652351,1.70151,1.70298
1,0,0.383064,0.652632,1.70298,1.70445
1,0,0.3829,0.652912,1.70445,1.70591
1,0,0.382735,0.653193,1.70591,1.70738
1,0,0.382571,0.653473,1.70738,1.70884
1,0,0.382407,0.653754,1.70884,1.71031
1,0,0.382243,0.654034,1.71031,1.71177
1,0,0.38208,0.654314,1.71177,1.71324
1,0,0.381916,0.654594,1.71324,1.7147
1,0,0.381753,0.654873,1.7147,1.71617
1,0,0.38159,0.655153,1.71617,1.71764
1,0,0.381427,0.655433,1.71764,1.7191
1,0,0.381265,0.655712,1.7191,1.72057
1,0,0.381102,0.655991,1.72057,1.72203
1,0,0.38094,0.656271,1.72203,1.7235
1,0,0.380778,0.65655,1.7235,1.72496
1,0,0.380617,0.656829,1.72496,1.72643
1,0,0.380455,0.657108,1.72643,1.72789
1,0,0.380294,0.657386,1.72789,1.72936
1,0,0.380133,0.657665,1.72936,1.73083
1,0,0.379972,0.657943,1.73083,1.73229
1,0,0.379811,0.658222,1.73229,1.73376
1,0,0.379651,0.6585,1.73376,1.73522
1,0,0.37949,0.658778,1.73522,1.73669
1,0,0.37933,0.659056,1.73669,1.73815
1,0,0.37917,0.659334,1.73815,1.73962
1,0,0.379011,0.659612,1.73962,1.74108
1,0,0.378851,0.65989,1.74108,1.74255
1,0,0.378692,0.660167,1.74255,1.74402
1,0,0.378533,0.660445,1.74402,1.74548
1,0,0.378374,0.660722,1.74548,1.74695
1,0,0.378215,0.660999,1.74695,1.74841
1,0,0.378057,0.661276,1.74841,1.74988
1,0,0.377899,0.661553,1.74988,1.75134
1,0,0.37774,0.66183,1.75134,1.75281
1,0,0.377583,0.662107,1.75281,1.75427
1,0,0.377425,0.662383,1.75427,1.75574
1,0,0.377267,0.66266,1.75574,1.75721
1,0,0.37711,0.662936,1.75721,1.75867
1,0,0.376953,0.663213,1.75867,1.76014
1,0,0.376796,0.663489,1.76014,1.7616
1,0,0.376639,0.663765,1.7616,1.76307
1,0,0.376483,0.664041,1.76307,1.76453
1,0,0.376327,0.664317,1.76453,1.766
1,0,0.37617,0.664592,1.766,1.76746
1,0,0.376015,0.664868,1.76746,1.76893
1,0,0.375859,0.665143,1.76893,1.7704
1,0,0.375703,0.665419,1.7704,1.77186
1,0,0.375548,0.665694,1.77186,1.77333
1,0,0.375393,0.665969,1.77333,1.77479
1,0,0.375238,0.666244,1.77479,1.77626
1,0,0.375083,0.666519,1.77626,1.77772
1,0,0.374928,0.666794,1.77772,1.77919
1,0,0.374774,0.667069,1.77919,1.78065
1,0,0.37462,0.667343,1.78065,1.78212
1,0,0.374466,0.667618,1.78212,1.78359
1,0,0.374312,0.667892,1.78359,1.78505
1,0,0.374158,0.668166,1.78505,1.78652
1,0,0.374005,0.66844,1.78652,1.78798
1,0,0.373852,0.668714,1.78798,1.78945
1,0,0.373699,0.668988,1.78945,1.79091
1,0,0.373546,0.669262,1.79091,1.79238
1,0,0.373393,0.669536,1.79238,1.79384
1,0,0.373241,0.669809,1.79384,1.79531
1,0,0.373088,0.670083,1.79531,1.79678
1,0,0.372936,0.670356,1.79678,1.79824
1,0,0.372784,0.670629,1.79824,1.79971
1,0,0.372632,0.670902,1.79971,1.80117
1,0,0.372481,0.671175,1.80117,1.80264
1,0,0.37233,0.671448,1.80264,1.8041
1,0,0.372178,0.671721,1.8041,1.80557
1,0,0.372027,0.671994,1.80557,1.80703
1,0,0.371876,0.672266,1.80703,1.8085
1,0,0.371726,0.672539,1.8085,1.80997
1,0,0.371575,0.672811,1.80997,1.81143
1,0,0.371425,0.673083,1.81143,1.8129
1,0,0.371275,0.673355,1.8129,1.81436
1,0,0.371125,0.673627,1.81436,1.81583
1,0,0.370975,0.673899,1.81583,1.81729
1,0,0.370826,0.674171,1.81729,1.81876
1,0,0.370676,0.674443,1.81876,1.82022
1,0,0.370527,0.674714,1.82022,1.82169
1,0,0.370378,0.674986,1.82169,1.82316
1,0,0.370229,0.675257,1.82316,1.82462
1,0,0.370081,0.675528,1.82462,1.82609
1,0,0.369932,0.675799,1.82609,1.82755
1,0,0.369784,0.67607,1.82755,1.82902
1,0,0.369636,0.676341,1.82902,1.83048
1,0,0.369488,0.676612,1.83048,1.83195
1,0,0.36934,0.676883,1.83195,1.83341
1,0,0.369193,0.677153,1.83341,1.83488
1,0,0.369045,0.677424,1.83488,1.83635
1,0,0.368898,0.677694,1.83635,1.83781
1,0,0.368751,0.677965,1.83781,1.83928
1,0,0.368604,0.678235,1.83928,1.84074
1,0,0.368457,0.678505,1.84074,1.84221
1,0,0.368311,0.678775,1.84221,1.84367
1,0,0.368164,0.679045,1.84367,1.84514
1,0,0.368018,0.679314,1.84514,1.8466
1,0,0.367872,0.679584,1.8466,1.84807
1,0,0.367726,0.679853,1.84807,1.84954
1,0,0.367581,0.680123,1.84954,1.851
1,0,0.367435,0.680392,1.851,1.85247
1,0,0.36729,0.680661,1.85247,1.85393
1,0,0.367145,0.68093,1.85393,1.8554
1,0,0.367,0.681199,1.8554,1.85686
1,0,0.366855,0.681468,1.85686,1.85833
1,0,0.36671,0.681737,1.85833,1.85979
1,0,0.366566,0.682006,1.85979,1.86126
1,0,0.366422,0.682274,1.86126,1.86273
1,0,0.366277,0.682543,1.86273,1.86419
1,0,0.366133,0.682811,1.86419,1.86566
1,0,0.36599,0.683079,1.86566,1.86712
1,0,0.365846,0.683347,1.86712,1.86859
1,0,0.365703,0.683616,1.86859,1.87005
1,0,0.365559,0.683883,1.87005,1.87152
1,0,0.365416,0.684151,1.87152,1.87298
1,0,0.365273,0.684419,1.87298,1.87445
1,0,0.365131,0.684687,1.87445,1.87592
1,0,0.364988,0.684954,1.87592,1.87738
1,0,0.364846,0.685222,1.87738,1.87885
1,0,0.364703,0.685489,1.87885,1.88031
1,0,0.364561,0.685756,1.88031,1.88178
1,0,0.364419,0.686023,1.88178,1.88324
1,0,0.364277,0.68629,1.88324,1.88471
1,0,0.364136,0.686557,1.88471,1.88617
1,0,0.363994,0.686824,1.88617,1.88764
1,0,0.363853,0.68709,1.88764,1.88911
1,0,0.363712,0.687357,1.88911,1.89057
1,0,0.363571,0.687623,1.89057,1.89204
1,0,0.36343,0.68789,1.89204,1.8935
1,0,0.36329,0.688156,1.8935,1.89497
1,0,0.363149,0.688422,1.89497,1.89643
1,0,0.363009,0.688688,1.89643,1.8979
1,0,0.362869,0.688954,1.8979,1.89936
1,0,0.362729,0.68922,1.89936,1.90083
1,0,0.362589,0.689486,1.90083,1.9023
1,0,0.362449,0.689752,1.9023,1.90376
1,0,0.36231,0.690017,1.90376,1.90523
1,0,0.362171,0.690283,1.90523,1.90669
1,0,0.362031,0.690548,1.90669,1.90816
1,0,0.361892,0.690813,1.90816,1.90962
1,0,0.361754,0.691078,1.90962,1.91109
1,0,0.361615,0.691343,1.91109,1.91255
1,0,0.361476,0.691608,1.91255,1.91402
1,0,0.361338,0.691873,1.91402,1.91549
1,0,0.3612,0.692138,1.91549,1.91695
1,0,0.361062,0.692402,1.91695,1.91842
1,0,0.360924,0.692667,1.91842,1.91988
1,0,0.360786,0.692931,1.91988,1.92135
1,0,0.360649,0.693196,1.92135,1.92281
1,0,0.360511,0.69346,1.92281,1.92428
1,0,0.360374,0.693724,1.92428,1.92574
1,0,0.360237,0.693988,1.92574,1.92721
1,0,0.3601,0.694252,1.92721,1.92868
1,0,0.359963,0.694516,1.92868,1.93014
1,0,0.359826,0.69478,1.93014,1.93161
1,0,0.35969,0.695043,1.93161,1.93307
1,0,0.359554,0.695307,1.93307,1.93454
1,0,0.359417,0.69557,1.93454,1.936
1,0,0.359281,0.695833,1.936,1.93747
1,0,0.359146,0.696097,1.93747,1.93894
1,0,0.35901,0.69636,1.93894,1.9404
1,0,0.358874,0.696623,1.9404,1.94187
1,0,0.358739,0.696886,1.94187,1.94333
1,0,0.358604,0.697149,1.94333,1.9448
1,0,0.358469,0.697411,1.9448,1.94626
1,0,0.358334,0.697674,1.94626,1.94773
1,0,0.358199,0.697936,1.94773,1.94919
1,0,0.358064,0.698199,1.94919,1.95066
1,0,0.35793,0.698461,1.95066,1.95213
1,0,0.357795,0.698723,1.95213,1.95359
1,0,0.357661,0.698986,1.95359,1.95506
1,0,0.357527,0.699248,1.95506,1.95652
1,0,0.357393,0.69951,1.95652,1.95799
1,0,0.35726,0.699771,1.95799,1.95945
1,0,0.357126,0.700033,1.95945,1.96092
1,0,0.356993,0.700295,1.96092,1.96238
1,0,0.356859,0.700556,1.96238,1.96385
1,0,0.356726,0.700818,1.96385,1.96532
1,0,0.356593,0.701079,1.96532,1.96678
1,0,0.35646,0.70134,1.96678,1.96825
1,0,0.356328,0.701602,1.96825,1.96971
1,0,0.356195,0.701863,1.96971,1.97118
1,0,0.356063,0.702124,1.97118,1.97264
1,0,0.35593,0.702384,1.97264,1.97411
1,0,0.355798,0.702645,1.97411,1.97557
1,0,0.355666,0.702906,1.97557,1.97704
1,0,0.355535,0.703166,1.97704,1.97851
1,0,0.355403,0.703427,1.97851,1.97997
1,0,0.355271,0.703687,1.97997,1.98144
1,0,0.35514,0.703948,1.98144,1.9829
1,0,0.355009,0.704208,1.9829,1.98437
1,0,0.354878,0.704468,1.98437,1.98583
1,0,0.354747,0.704728,1.98583,1.9873
1,0,0.354616,0.704988,1.9873,1.98876
1,0,0.354485,0.705248,1.98876,1.99023
1,0,0.354355,0.705507,1.99023,1.9917
1,0,0.354225,0.705767,1.9917,1.99316
1,0,0.354094,0.706026,1.99316,1.99463
1,0,0.353964,0.706286,1.99463,1.99609
1,0,0.353834,0.706545,1.99609,1.99756
1,0,0.353705,0.706804,1.99756,1.99902
1,0,0.353575,0.707064,1.99902,2.00049
1,0,0.353445,0.707323,2.00049,2.00195
1,0,0.353316,0.707582,2.00195,2.00342
1,0,0.353187,0.70784,2.00342,2.00489
1,0,0.353058,0.708099,2.00489,2.00635
1,0,0.352929,0.708358,2.00635,2.00782
1,0,0.3528,0.708616,2.00782,2.00928
1,0,0.352672,0.708875,2.00928,2.01075
1,0,0.352543,0.709133,2.01075,2.01221
1,0,0.352415,0.709392,2.01221,2.01368
1,0,0.352286,0.70965,2.01368,2.01514
1,0,0.352158,0.709908,2.01514,2.01661
1,0,0.35203,0.710166,2.01661,2.01808
1,0,0.351903,0.710424,2.01808,2.01954
1,0,0.351775,0.710682,2.01954,2.02101
1,0,0.351647,0.710939,2.02101,2.02247
1,0,0.35152,0.711197,2.02247,2.02394
1,0,0.351393,0.711455,2.02394,2.0254
1,0,0.351266,0.711712,2.0254,2.02687
1,0,0.351139,0.711969,2.02687,2.02833
1,0,0.351012,0.712227,2.02833,2.0298
1,0,0.350885,0.712484,2.0298,2.03127
1,0,0.350759,0.712741,2.03127,2.03273
1,0,0.350632,0.712998,2.03273,2.0342
1,0,0.350506,0.713255,2.0342,2.03566
1,0,0.35038,0.713511,2.03566,2.03713
1,0,0.350254,0.713768,2.03713,2.03859
1,0,0.350128,0.714025,2.03859,2.04006
1,0,0.350002,0.714281,2.04006,2.04152
1,0,0.349877,0.714538,2.04152,2.04299
1,0,0.349751,0.714794,2.04299,2.04446
1,0,0.349626,0.71505,2.04446,2.04592
1,0,0.349501,0.715306,2.04592,2.04739
1,0,0.349375,0.715563,2.04739,2.04885
1,0,0.349251,0.715819,2.04885,2.05032
1,0,0.349126,0.716074,2.05032,2.05178
1,0,0.349001,0.71633,2.05178,2.05325
1,0,0.348877,0.716586,2.05325,2.05471
1,0,0.348752,0.716841,2.05471,2.05618
1,0,0.348628,0.717097,2.05618,2.05765
1,0,0.348504,0.717352,2.05765,2.05911
1,0,0.34838,0.717608,2.05911,2.06058
1,0,0.348256,0.717863,2.06058,2.06204
1,0,0.348132,0.718118,2.06204,2.06351
1,0,0.348009,0.718373,2.06351,2.06497
1,0,0.347885,0.718628,2.06497,2.06644
1,0,0.347762,0.718883,2.06644,2.0679
1,0,0.347638,0.719138,2.0679,2.06937
1,0,0.347515,0.719393,2.06937,2.07084
1,0,0.347392,0.719647,2.07084,2.0723
1,0,0.34727,0.719902,2.0723,2.07377
1,0,0.347147,0.720156,2.07377,2.07523
1,0,0.347024,0.72041,2.07523,2.0767
1,0,0.346902,0.720665,2.0767,2.07816
1,0,0.34678,0.720919,2.07816,2.07963
1,0,0.346658,0.721173,2.07963,2.08109
1,0,0.346535,0.721427,2.08109,2.08256
1,0,0.346414,0.721681,2.08256,2.08403
1,0,0.346292,0.721935,2.08403,2.08549
1,0,0.34617,0.722188,2.08549,2.08696
1,0,0.346049,0.722442,2.08696,2.08842
1,0,0.345927,0.722695,2.08842,2.08989
1,0,0.345806,0.722949,2.08989,2.09135
1,0,0.345685,0.723202,2.09135,2.09282
1,0,0.345564,0.723455,2.09282,2.09428
1,0,0.345443,0.723709,2.09428,2.09575
1,0,0.345322,0.723962,2.09575,2.09722
1,0,0.345201,0.724215,2.09722,2.09868
1,0,0.345081,0.724468,2.09868,2.10015
1,0,0.344961,0.72472,2.10015,2.10161
1,0,0.34484,0.724973,2.10161,2.10308
1,0,0.34472,0.725226,2.10308,2.10454
1,0,0.3446,0.725478,2.10454,2.10601
1,0,0.34448,0.725731,2.10601,2.10747
1,0,0.344361,0.725983,2.10747,2.10894
1,0,0.344241,0.726236,2.10894,2.11041
1,0,0.344121,0.726488,2.11041,2.11187
1,0,0.344002,0.72674,2.11187,2.11334
1,0,0.343883,0.726992,2.11334,2.1148
1,0,0.343764,0.727244,2.1148,2.11627
1,0,0.343645,0.727496,2.11627,2.11773
1,0,0.343526,0.727748,2.11773,2.1192
1,0,0.343407,0.727999,2.1192,2.12066
1,0,0.343288,0.728251,2.12066,2.12213
1,0,0.34317,0.728502,2.12213,2.1236
1,0,0.343051,0.728754,2.1236,2.12506
1,0,0.342933,0.729005,2.12506,2.12653
1,0,0.342815,0.729256,2.12653,2.12799
1,0,0.342697,0.729508,2.12799,2.12946
1,0,0.342579,0.729759,2.12946,2.13092
1,0,0.342461,0.73001,2.13092,2.13239
1,0,0.342344,0.73026,2.13239,2.13385
1,0,0.342226,0.730511,2.13385,2.13532
1,0,0.342109,0.730762,2.13532,2.13679
1,0,0.341991,0.731013,2.13679,2.13825
1,0,0.341874,0.731263,2.13825,2.13972
1,0,0.341757,0.731514,2.13972,2.14118
1,0,0.34164,0.731764,2.14118,2.14265
1,0,0.341523,0.732014,2.14265,2.14411
1,0,0.341407,0.732265,2.14411,2.14558
1,0,0.34129,0.732515,2.14558,2.14704
1,0,0.341174,0.732765,2.14704,2.14851
1,0,0.341057,0.733015,2.14851,2.14998
1,0,0.340941,0.733265,2.14998,2.15144
1,0,0.340825,0.733514,2.15144,2.15291
1,0,0.340709,0.733764,2.15291,2.15437
1,0,0.340593,0.734014,2.15437,2.15584
1,0,0.340477,0.734263,2.15584,2.1573
1,0,0.340362,0.734513,2.1573,2.15877
1,0,0.340246,0.734762,2.15877,2.16023
1,0,0.340131,0.735011,2.16023,2.1617
1,0,0.340015,0.735261,2.1617,2.16317
1,0,0.3399,0.73551,2.16317,2.16463
1,0,0.339785,0.735759,2.16463,2.1661
1,0,0.33967,0.736008,2.1661,2.16756
1,0,0.339556,0.736257,2.16756,2.16903
1,0,0.339441,0.736505,2.16903,2.17049
1,0,0.339326,0.736754,2.17049,2.17196
1,0,0.339212,0.737003,2.17196,2.17342
1,0,0.339097,0.737251,2.17342,2.17489
1,0,0.338983,0.7375,2.17489,2.17636
1,0,0.338869,0.737748,2.17636,2.17782
1,0,0.338755,0.737996,2.17782,2.17929
1,0,0.338641,0.738244,2.17929,2.18075
1,0,0.338527,0.738493,2.18075,2.18222
1,0,0.338414,0.738741,2.18222,2.18368
1,0,0.3383,0.738989,2.18368,2.18515
1,0,0.338187,0.739236,2.18515,2.18661
1,0,0.338074,0.739484,2.18661,2.18808
1,0,0.33796,0.739732,2.18808,2.18955
1,0,0.337847,0.739979,2.18955,2.19101
1,0,0.337734,0.740227,2.19101,2.19248
1,0,0.337621,0.740474,2.19248,2.19394
1,0,0.337509,0.740722,2.19394,2.19541
1,0,0.337396,0.740969,2.19541,2.19687
1,0,0.337283,0.741216,2.19687,2.19834
1,0,0.337171,0.741463,2.19834,2.1998
1,0,0.337059,0.74171,2.1998,2.20127
1,0,0.336947,0.741957,2.20127,2.20274
1,0,0.336835,0.742204,2.20274,2.2042
1,0,0.336723,0.742451,2.2042,2.20567
1,0,0.336611,0.742698,2.20567,2.20713
1,0,0.336499,0.742944,2.20713,2.2086
1,0,0.336387,0.743191,2.2086,2.21006
1,0,0.336276,0.743437,2.21006,2.21153
1,0,0.336164,0.743684,2.21153,2.21299
1,0,0.336053,0.74393,2.21299,2.21446
1,0,0.335942,0.744176,2.21446,2.21593
1,0,0.335831,0.744422,2.21593,2.21739
1,0,0.33572,0.744668,2.21739,2.21886
1,0,0.335609,0.744914,2.21886,2.22032
1,0,0.335498,0.74516,2.22032,2.22179
1,0,0.335388,0.745406,2.22179,2.22325
1,0,0.335277,0.745652,2.22325,2.22472
1,0,0.335167,0.745897,2.22472,2.22618
1,0,0.335056,0.746143,2.22618,2.22765
1,0,0.334946,0.746388,2.22765,2.22912
1,0,0.334836,0.746634,2.22912,2.23058
1,0,0.334726,0.746879,2.23058,2.23205
1,0,0.334616,0.747124,2.23205,2.23351
1,0,0.334507,0.74737,2.23351,2.23498
1,0,0.334397,0.747615,2.23498,2.23644
1,0,0.334287,0.74786,2.23644,2.23791
1,0,0.334178,0.748105,2.23791,2.23937
1,0,0.334069,0.748349,2.23937,2.24084
1,0,0.333959,0.748594,2.24084,2.24231
1,0,0.33385,0.748839,2.24231,2.24377
1,0,0.333741,0.749083,2.24377,2.24524
1,0,0.333632,0.749328,2.24524,2.2467
1,0,0.333523,0.749572,2.2467,2.24817
1,0,0.333415,0.749817,2.24817,2.24963
1,0,0.333306,0.750061,2.24963,2.2511
1,0,0.333198,0.750305,2.2511,2.25256
1,0,0.333089,0.750549,2.25256,2.25403
1,0,0.332981,0.750793,2.25403,2.2555
1,0,0.332873,0.751037,2.2555,2.25696
1,0,0.332765,0.751281,2.25696,2.25843
1,0,0.332657,0.751525,2.25843,2.25989
1,0,0.332549,0.751769,2.25989,2.26136
1,0,0.332441,0.752012,2.26136,2.26282
1,0,0.332334,0.752256,2.26282,2.26429
1,0,0.332226,0.752499,2.26429,2.26575
1,0,0.332119,0.752743,2.26575,2.26722
1,0,0.332011,0.752986,2.26722,2.26869
1,0,0.331904,0.753229,2.26869,2.27015
1,0,0.331797,0.753473,2.27015,2.27162
1,0,0.33169,0.753716,2.27162,2.27308
1,0,0.331583,0.753959,2.27308,2.27455
1,0,0.331476,0.754202,2.27455,2.27601
1,0,0.33137,0.754445,2.27601,2.27748
1,0,0.331263,0.754687,2.27748,2.27894
1,0,0.331157,0.75493,2.27894,2.28041
1,0,0.33105,0.755173,2.28041,2.28188
1,0,0.330944,0.755415,2.28188,2.28334
1,0,0.330838,0.755658,2.28334,2.28481
1,0,0.330732,0.7559,2.28481,2.28627
1,0,0.330626,0.756142,2.28627,2.28774
1,0,0.33052,0.756385,2.28774,2.2892
1,0,0.330414,0.756627,2.2892,2.29067
1,0,0.330308,0.756869,2.29067,2.29213
1,0,0.330203,0.757111,2.29213,2.2936
1,0,0.330097,0.757353,2.2936,2.29507
1,0,0.329992,0.757595,2.29507,2.29653
1,0,0.329886,0.757836,2.29653,2.298
1,0,0.329781,0.758078,2.298,2.29946
1,0,0.329676,0.75832,2.29946,2.30093
1,0,0.329571,0.758561,2.30093,2.30239
1,0,0.329466,0.758803,2.30239,2.30386
1,0,0.329362,0.759044,2.30386,2.30532
1,0,0.329257,0.759285,2.30532,2.30679
1,0,0.329152,0.759527,2.30679,2.30826
1,0,0.329048,0.759768,2.30826,2.30972
1,0,0.328944,0.760009,2.30972,2.31119
1,0,0.328839,0.76025,2.31119,2.31265
1,0,0.328735,0.760491,2.31265,2.31412
1,0,0.328631,0.760732,2.31412,2.31558
1,0,0.328527,0.760972,2.31558,2.31705
1,0,0.328423,0.761213,2.31705,2.31851
1,0,0.328319,0.761454,2.31851,2.31998
1,0,0.328216,0.761694,2.31998,2.32145
1,0,0.328112,0.761935,2.32145,2.32291
1,0,0.328009,0.762175,2.32291,2.32438
1,0,0.327905,0.762416,2.32438,2.32584
1,0,0.327802,0.762656,2.32584,2.32731
1,0,0.327699,0.762896,2.32731,2.32877
1,0,0.327596,0.763136,2.32877,2.33024
1,0,0.327493,0.763376,2.33024,2.3317
1,0,0.32739,0.763616,2.3317,2.33317
1,0,0.327287,0.763856,2.33317,2.33464
1,0,0.327184,0.764096,2.33464,2.3361
1,0,0.327082,0.764335,2.3361,2.33757
1,0,0.326979,0.764575,2.33757,2.33903
1,0,0.326877,0.764815,2.33903,2.3405
1,0,0.326774,0.765054,2.3405,2.34196
1,0,0.326672,0.765293,2.34196,2.34343
1,0,0.32657,0.765533,2.34343,2.34489
1,0,0.326468,0.765772,2.34489,2.34636
1,0,0.326366,0.766011,2.34636,2.34783
1,0,0.326264,0.76625,2.34783,2.34929
1,0,0.326162,0.766489,2.34929,2.35076
1,0,0.326061,0.766728,2.35076,2.35222
1,0,0.325959,0.766967,2.35222,2.35369
1,0,0.325858,0.767206,2.35369,2.35515
1,0,0.325756,0.767445,2.35515,2.35662
1,0,0.325655,0.767684,2.35662,2.35809
1,0,0.325554,0.767922,2.35809,2.35955
1,0,0.325453,0.768161,2.35955,2.36102
1,0,0.325352,0.768399,2.36102,2.36248
1,0,0.325251,0.768637,2.36248,2.36395
1,0,0.32515,0.768876,2.36395,2.36541
1,0,0.325049,0.769114,2.36541,2.36688
1,0,0.324949,0.769352,2.36688,2.36834
1,0,0.324848,0.76959,2.36834,2.36981
1,0,0.324748,0.769828,2.36981,2.37128
1,0,0.324647,0.770066,2.37128,2.37274
1,0,0.324547,0.770304,2.37274,2.37421
1,0,0.324447,0.770542,2.37421,2.37567
1,0,0.324347,0.77078,2.37567,2.37714
1,0,0.324247,0.771017,2.37714,2.3786
1,0,0.324147,0.771255,2.3786,2.38007
1,0,0.324047,0.771492,2.38007,2.38153
1,0,0.323948,0.77173,2.38153,2.383
1,0,0.323848,0.771967,2.383,2.38447
1,0,0.323749,0.772204,2.38447,2.38593
1,0,0.323649,0.772441,2.38593,2.3874
1,0,0.32355,0.772679,2.3874,2.38886
1,0,0.323451,0.772916,2.38886,2.39033
1,0,0.323351,0.773153,2.39033,2.39179
1,0,0.323252,0.77339,2.39179,2.39326
1,0,0.323153,0.773626,2.39326,2.39472
1,0,0.323055,0.773863,2.39472,2.39619
1,0,0.322956,0.7741,2.39619,2.39766
1,0,0.322857,0.774336,2.39766,2.39912
1,0,0.322758,0.774573,2.39912,2.40059
1,0,0.32266,0.774809,2.40059,2.40205
1,0,0.322562,0.775046,2.40205,2.40352
1,0,0.322463,0.775282,2.40352,2.40498
1,0,0.322365,0.775518,2.40498,2.40645
1,0,0.322267,0.775755,2.40645,2.40791
1,0,0.322169,0.775991,2.40791,2.40938
1,0,0.322071,0.776227,2.40938,2.41085
1,0,0.321973,0.776463,2.41085,2.41231
1,0,0.321875,0.776699,2.41231,2.41378
1,0,0.321777,0.776935,2.41378,2.41524
1,0,0.32168,0.77717,2.41524,2.41671
1,0,0.321582,0.777406,2.41671,2.41817
1,0,0.321485,0.777642,2.41817,2.41964
1,0,0.321388,0.777877,2.41964,2.4211
1,0,0.32129,0.778113,2.4211,2.42257
1,0,0.321193,0.778348,2.42257,2.42404
1,0,0.321096,0.778583,2.42404,2.4255
1,0,0.320999,0.778819,2.4255,2.42697
1,0,0.320902,0.779054,2.42697,2.42843
1,0,0.320805,0.779289,2.42843,2.4299
1,0,0.320709,0.779524,2.4299,2.43136
1,0,0.320612,0.779759,2.43136,2.43283
1,0,0.320515,0.779994,2.43283,2.43429
1,0,0.320419,0.780229,2.43429,2.43576
1,0,0.320323,0.780463,2.43576,2.43723
1,0,0.320226,0.780698,2.43723,2.43869
1,0,0.32013,0.780933,2.43869,2.44016
1,0,0.320034,0.781167,2.44016,2.44162
1,0,0.319938,0.781402,2.44162,2.44309
1,0,0.319842,0.781636,2.44309,2.44455
1,0,0.319746,0.78187,2.44455,2.44602
1,0,0.31965,0.782105,2.44602,2.44748
1,0,0.319555,0.782339,2.44748,2.44895
1,0,0.319459,0.782573,2.44895,2.45042
1,0,0.319363,0.782807,2.45042,2.45188
1,0,0.319268,0.783041,2.45188,2.45335
1,0,0.319173,0.783275,2.45335,2.45481
1,0,0.319077,0.783509,2.45481,2.45628
1,0,0.318982,0.783743,2.45628,2.45774
1,0,0.318887,0.783976,2.45774,2.45921
1,0,0.318792,0.78421,2.45921,2.46067
1,0,0.318697,0.784444,2.46067,2.46214
1,0,0.318602,0.784677,2.46214,2.46361
1,0,0.318508,0.78491,2.46361,2.46507
1,0,0.318413,0.785144,2.46507,2.46654
1,0,0.318318,0.785377,2.46654,2.468
1,0,0.318224,0.78561,2.468,2.46947
1,0,0.318129,0.785844,2.46947,2.47093
1,0,0.318035,0.786077,2.47093,2.4724
1,0,0.317941,0.78631,2.4724,2.47386
1,0,0.317847,0.786543,2.47386,2.47533
1,0,0.317753,0.786775,2.47533,2.4768
1,0,0.317659,0.787008,2.4768,2.47826
1,0,0.317565,0.787241,2.47826,2.47973
1,0,0.317471,0.787474,2.47973,2.48119
1,0,0.317377,0.787706,2.48119,2.48266
1,0,0.317284,0.787939,2.48266,2.48412
1,0,0.31719,0.788171,2.48412,2.48559
1,0,0.317096,0.788404,2.48559,2.48705
1,0,0.317003,0.788636,2.48705,2.48852
1,0,0.31691,0.788868,2.48852,2.48999
1,0,0.316816,0.7891,2.48999,2.49145
1,0,0.316723,0.789333,2.49145,2.49292
1,0,0.31663,0.789565,2.49292,2.49438
1,0,0.316537,0.789797,2.49438,2.49585
1,0,0.316444,0.790029,2.49585,2.49731
1,0,0.316351,0.79026,2.49731,2.49878
1,0,0.316259,0.790492,2.49878,2.50024
1,0,0.316166,0.790724,2.50024,2.50171
1,0,0.316073,0.790956,2.50171,2.50318
1,0,0.315981,0.791187,2.50318,2.50464
1,0,0.315888,0.791419,2.50464,2.50611
1,0,0.315796,0.79165,2.50611,2.50757
1,0,0.315704,0.791881,2.50757,2.50904
1,0,0.315612,0.792113,2.50904,2.5105
1,0,0.31552,0.792344,2.5105,2.51197
1,0,0.315428,0.792575,2.51197,2.51343
1,0,0.315336,0.792806,2.51343,2.5149
1,0,0.315244,0.793037,2.5149,2.51637
1,0,0.315152,0.793268,2.51637,2.51783
1,0,0.31506,0.793499,2.51783,2.5193
1,0,0.314969,0.79373,2.5193,2.52076
1,0,0.314877,0.793961,2.52076,2.52223
1,0,0.314786,0.794191,2.52223,2.52369
1,0,0.314694,0.794422,2.52369,2.52516
1,0,0.314603,0.794653,2.52516,2.52662
1,0,0.314512,0.794883,2.52662,2.52809
1,0,0.31442,0.795114,2.52809,2.52956
1,0,0.314329,0.795344,2.52956,2.53102
1,0,0.314238,0.795574,2.53102,2.53249
1,0,0.314148,0.795804,2.53249,2.53395
1,0,0.314057,0.796035,2.53395,2.53542
1,0,0.313966,0.796265,2.53542,2.53688
1,0,0.313875,0.796495,2.53688,2.53835
